,Date,casos_confirmados_global,muertes_global,COUNTRY_CODE,TOTAL_CASES,CASES_DAILY,TOTAL_RECOVERED,RECOVERED_DAILY,TOTAL_DEATHS,DEATHS_DAILY,PANIC_INDEX,MEDIA_HYPE_INDEX,FAKE_NEWS_INDEX,SENTIMENT_INDEX,INFODEMIC_INDEX,MEDIA_COVERAGE_INDEX,Open,High,Low,Close,Adj Close,Volume
250,2020-09-28,66840354,2103870,XX,33442611,263618,23181307,222542,1050886,4067,2.54,30.12,0.37,5.3,47.8,71.18,10776.61328125,10945.34765625,10703.8935546875,10709.65234375,10709.65234375,47762394731
251,2020-09-29,67405202,2116082,XX,33725491,282880,23421346,240039,1056999,6113,2.36,30.14,1.44,4.88,50.91,71.41,10709.650390625,10860.0009765625,10649.4951171875,10844.640625,10844.640625,46582396602
252,2020-09-30,68054978,2129006,XX,34049809,324318,23669564,248218,1063440,6441,2.87,32.2,0.67,3.47,52.9,73.76,10843.87109375,10847.2568359375,10669.3212890625,10784.4912109375,10784.4912109375,44171073700
253,2020-10-01,68693132,2146818,XX,34362838,313029,23882865,213301,1072180,8740,2.66,31.27,0.73,3.49,53.02,73.89,10795.2548828125,10933.6240234375,10472.3564453125,10619.4521484375,10619.4521484375,40023134100
254,2020-10-02,69352014,2158024,XX,34700005,337167,24063391,180526,1077915,5735,2.55,32.07,0.63,2.81,52.59,74.66,10619.8212890625,10657.837890625,10416.689453125,10575.974609375,10575.974609375,48661453918
255,2020-10-03,69945286,2167488,XX,34982738,282733,24318992,255601,1082640,4725,2.53,41.12,1.2,2.7,51.12,75.78,10575.1005859375,10598.9404296875,10511.1298828125,10549.3291015625,10549.3291015625,44660271563
256,2020-10-04,70463938,2175470,XX,35255695,272957,24541151,222159,1086627,3987,3.13,41.73,1.38,-3.61,47.62,75.09,10550.4404296875,10686.0,10534.3916015625,10669.5830078125,10669.5830078125,71251776995
257,2020-10-05,71088516,2189604,XX,35568526,312831,24778619,237468,1093674,7047,4.17,40.18,0.93,3.25,46.89,75.2,10676.529296875,10793.5078125,10634.6005859375,10793.33984375,10793.33984375,47537578009
258,2020-10-06,71719964,2201322,XX,35883987,315461,25009732,231113,1099519,5845,3.68,36.47,0.73,1.59,50.81,75.25,10796.306640625,10797.578125,10528.890625,10604.40625,10604.40625,42623695307
259,2020-10-07,72419892,2213132,XX,36232075,348088,25264923,255191,1105410,5891,3.22,35.3,1.27,1.08,52.71,74.19,10603.35546875,10680.5078125,10562.5068359375,10668.96875,10668.96875,37799458436
260,2020-10-08,73139450,2225866,XX,36591985,359910,25484500,219577,1111712,6302,2.97,34.21,0.8,-0.77,51.75,74.88,10669.37109375,10945.7373046875,10562.6064453125,10915.685546875,10915.685546875,63314794397
261,2020-10-09,73859474,2238250,XX,36951688,359703,25691357,206857,1117937,6225,2.73,36.06,0.99,-1.2,53.12,74.29,10927.9130859375,11102.671875,10846.8505859375,11064.4580078125,11064.4580078125,22799117613
262,2020-10-10,74567356,2248034,XX,37306095,354407,25886762,195405,1122819,4882,3.0,34.75,0.94,-2.64,53.52,75.2,11059.142578125,11442.2109375,11056.9404296875,11296.361328125,11296.361328125,22877978588
263,2020-10-11,75144678,2256292,XX,37594233,288138,26109402,222640,1126919,4100,3.75,34.23,0.69,3.37,47.5,71.91,11296.08203125,11428.8134765625,11288.6279296875,11384.181640625,11384.181640625,19968627060
264,2020-10-12,75730966,2264424,XX,37887222,292989,26309717,200315,1130968,4049,2.38,33.05,0.66,4.64,46.32,72.37,11392.6357421875,11698.4677734375,11240.6865234375,11555.36328125,11555.36328125,26163972642
265,2020-10-13,76369710,2275262,XX,38207014,319792,26498938,189221,1136394,5426,2.51,32.82,0.46,5.16,50.79,72.71,11548.7197265625,11548.984375,11321.224609375,11425.8994140625,11425.8994140625,24241420251
266,2020-10-14,77133944,2287646,XX,38588530,381516,26711281,212343,1142573,6179,2.52,34.54,0.57,4.83,52.43,74.21,11429.0478515625,11539.9775390625,11307.8310546875,11429.5068359375,11429.5068359375,24103426719
267,2020-10-15,77949344,2300026,XX,38996465,407935,26918202,206921,1148733,6160,1.97,34.18,0.72,5.54,52.68,74.79,11426.6025390625,11569.9140625,11303.603515625,11495.349609375,11495.349609375,24487233058
268,2020-10-16,78770470,2312456,XX,39406912,410447,27121216,203014,1154916,6183,3.45,36.02,0.77,5.38,52.73,74.81,11502.828125,11540.0615234375,11223.0126953125,11322.123046875,11322.123046875,25635480772
269,2020-10-17,79509144,2323860,XX,39776278,369366,27319499,198283,1160553,5637,3.5,35.58,0.56,5.99,53.14,74.08,11322.123046875,11386.26171875,11285.345703125,11358.1015625,11358.1015625,19130430174
270,2020-10-18,80167984,2331582,XX,40106088,329810,27521010,201511,1164371,3818,3.1,34.27,0.83,4.72,47.4,72.59,11355.982421875,11483.359375,11347.578125,11483.359375,11483.359375,18283314340
271,2020-10-19,80922738,2341072,XX,40483942,377854,27723541,202531,1169094,4723,2.81,33.98,0.98,1.76,48.16,73.41,11495.0380859375,11799.0927734375,11408.2900390625,11742.037109375,11742.037109375,23860769928
272,2020-10-20,81703908,2354368,XX,40873679,389737,27931676,208135,1175739,6645,3.1,34.55,0.58,1.56,51.05,73.16,11745.974609375,11999.91796875,11681.48046875,11916.3349609375,11916.3349609375,30915821592
273,2020-10-21,82590246,2368092,XX,41316272,442593,28142898,211222,1182590,6851,1.98,33.51,0.36,1.5,52.19,74.76,11913.0771484375,13184.56640625,11900.9287109375,12823.689453125,12823.689453125,43414712626
274,2020-10-22,83543304,2379962,XX,41792223,475951,28369691,226793,1188485,5895,2.6,34.25,0.75,0.15,52.16,74.42,12801.6357421875,13161.59375,12717.09375,12965.8916015625,12965.8916015625,34729759598
275,2020-10-23,84534252,2394096,XX,42298695,506472,28576425,206734,1195576,7091,2.68,33.67,0.75,1.48,53.46,75.13,12971.548828125,13015.9619140625,12752.6474609375,12931.5390625,12931.5390625,28974975003
276,2020-10-24,85439734,2405844,XX,42748223,449528,28788006,211581,1201396,5820,3.2,34.52,1.13,1.46,52.59,74.42,12931.57421875,13145.06640625,12885.7470703125,13108.0625,13108.0625,24542317940
277,2020-10-25,86155502,2414376,XX,43144656,396433,28986100,198094,1205598,4202,3.0,34.05,0.9,0.9,48.79,73.85,13108.0634765625,13329.18359375,12910.0615234375,13031.173828125,13031.173828125,24406920575
278,2020-10-26,87127716,2425630,XX,43586125,441469,29224399,238299,1211210,5612,3.37,36.27,0.56,2.31,46.66,74.17,13031.201171875,13225.2978515625,12822.3828125,13075.248046875,13075.248046875,29461458313
279,2020-10-27,88065526,2440566,XX,44058305,472180,29814104,589705,1218670,7460,2.34,33.0,0.49,1.89,52.2,73.1,13075.2421875,13759.6689453125,13060.837890625,13654.21875,13654.21875,33749878156
280,2020-10-28,89107408,2455004,XX,44584276,525971,30076741,262637,1225914,7244,2.59,32.57,0.48,1.69,54.35,74.82,13654.21484375,13837.6953125,12932.2509765625,13271.28515625,13271.28515625,35867318895
281,2020-10-29,90211450,2469432,XX,45123622,539346,30323492,246751,1233079,7165,3.02,33.87,0.8,3.87,55.07,75.19,13271.298828125,13612.0478515625,12980.0595703125,13437.8828125,13437.8828125,56499499598
282,2020-10-30,91356378,2484822,XX,45692959,569337,29715703,-607789,1241033,7954,3.44,33.18,0.81,2.83,55.53,75.78,13437.8740234375,13651.5166015625,13136.1982421875,13546.5224609375,13546.5224609375,30581485201
283,2020-10-31,92293012,2498022,XX,46171897,478938,30845019,1129316,1247640,6607,3.04,32.53,0.57,-0.43,53.24,75.34,13546.5322265625,14028.2138671875,13457.5302734375,13780.9951171875,13780.9951171875,30306464719
284,2020-11-01,93165606,2508290,XX,46616163,444266,31102836,257817,1252779,5139,3.93,35.07,0.76,-10.56,47.26,74.51,13780.9951171875,13862.033203125,13628.3779296875,13737.109375,13737.109375,24453857900
285,2020-11-02,94282982,2520660,XX,47117350,501187,31383406,280570,1258616,5837,4.26,34.82,1.62,-24.0,47.52,74.41,13737.0322265625,13808.3232421875,13243.16015625,13550.4892578125,13550.4892578125,30771455468
286,2020-11-03,95393696,2539644,XX,47637306,519956,31634979,251573,1267726,9110,3.83,33.01,1.09,-23.84,51.82,73.99,13550.451171875,13984.9814453125,13325.44140625,13950.30078125,13950.30078125,29869951617
287,2020-11-04,96404856,2559974,XX,48231286,593980,31914298,279319,1278301,10575,4.26,33.76,1.02,-23.93,52.89,74.32,13950.48828125,14218.7666015625,13580.4716796875,14133.70703125,14133.70703125,35116364962
288,2020-11-05,97645638,2577406,XX,48851783,620497,32217953,303655,1287023,8722,2.87,32.45,1.35,-22.74,52.84,72.56,14133.7333984375,15706.404296875,14102.0888671875,15579.8486328125,15579.8486328125,40856321439
289,2020-11-06,98889826,2595654,XX,49474629,622846,32506314,288361,1296165,9142,2.45,31.23,0.5,-22.72,54.64,73.37,15579.7294921875,15903.4375,15226.83984375,15565.880859375,15565.880859375,39837841971
290,2020-11-07,100073354,2611046,XX,50067364,592735,32805330,299016,1303877,7712,3.01,29.91,0.72,-18.83,53.77,74.42,15565.880859375,15737.095703125,14423.203125,14833.75390625,14833.75390625,35024953706
291,2020-11-08,101048932,2623252,XX,50556243,488879,33058570,253240,1309959,6082,4.16,30.32,0.51,-6.55,48.13,72.79,14833.75390625,15637.3203125,14744.1103515625,15479.5673828125,15479.5673828125,26632075029
292,2020-11-09,102050358,2637666,XX,51023122,466879,33315623,257053,1317162,7203,3.52,32.64,0.53,2.17,50.97,74.18,15479.595703125,15785.13671875,14865.529296875,15332.3154296875,15332.3154296875,34149115566
293,2020-11-10,103209726,2657812,XX,51607120,583998,33572983,257360,1327304,10142,2.58,36.15,0.75,1.2,52.7,73.12,15332.3505859375,15450.3291015625,15124.9599609375,15290.90234375,15290.90234375,25574938143
294,2020-11-11,104463666,2678858,XX,52234674,627554,33953207,380224,1337826,10522,2.01,33.12,0.4,0.61,54.54,74.94,15290.9091796875,15916.2607421875,15290.0068359375,15701.33984375,15701.33984375,29772374934
295,2020-11-12,105752412,2698436,XX,52878276,643602,34179446,226239,1347773,9947,2.66,34.55,0.33,-0.48,53.54,74.63,15701.298828125,16305.00390625,15534.771484375,16276.34375,16276.34375,34175758344
296,2020-11-13,107072588,2717972,XX,53539437,661161,34481578,302132,1357537,9764,2.73,34.5,0.28,0.49,54.39,75.47,16276.4404296875,16463.177734375,15992.15234375,16317.80859375,16317.80859375,31599492172
297,2020-11-14,108233016,2736102,XX,54118834,579397,34759397,277819,1366589,9052,3.84,35.62,0.52,-1.25,53.68,75.22,16317.80859375,16317.80859375,15749.193359375,16068.138671875,16068.138671875,27481710135
298,2020-11-15,109185398,2749278,XX,54595764,476930,34990157,230760,1373157,6568,3.44,37.06,0.64,1.98,48.4,74.79,16068.1396484375,16123.1103515625,15793.5341796875,15955.587890625,15955.587890625,23653867583
299,2020-11-16,110238028,2765158,XX,55121890,526126,35379590,389433,1381085,7928,3.15,36.83,0.71,7.55,46.98,74.82,15955.5771484375,16816.181640625,15880.7060546875,16716.111328125,16716.111328125,31526766675
300,2020-11-17,111462948,2787344,XX,55735051,613161,35814478,434888,1392250,11165,2.93,36.95,0.74,8.58,51.54,74.0,16685.69140625,17782.919921875,16564.544921875,17645.40625,17645.40625,39006849170
301,2020-11-18,112718398,2810200,XX,56361925,626874,36177588,363110,1403589,11339,2.57,35.13,0.8,9.45,52.91,74.62,17645.19140625,18393.94921875,17352.90625,17804.005859375,17804.005859375,49064800278
302,2020-11-19,114028800,2832506,XX,57016869,654944,36551887,374299,1414729,11140,2.46,36.95,0.55,7.87,53.61,74.32,17803.861328125,18119.546875,17382.5546875,17817.08984375,17817.08984375,36985055355
303,2020-11-20,115375978,2856046,XX,57690476,673607,36907311,355424,1426486,11757,3.31,38.04,0.8,6.71,54.88,75.83,17817.083984375,18773.2265625,17765.794921875,18621.314453125,18621.314453125,36992873940
304,2020-11-21,116547818,2874106,XX,58276737,586261,37246581,339270,1435515,9029,3.88,38.23,0.82,6.33,54.07,74.69,18621.31640625,18936.62109375,18444.359375,18642.232421875,18642.232421875,39650210707
305,2020-11-22,117522620,2888988,XX,58763914,487177,37520305,273724,1442949,7434,5.03,37.34,0.73,2.83,49.76,72.8,18642.232421875,18688.96875,17671.384765625,18370.001953125,18370.001953125,41280434226
306,2020-11-23,118587654,2906042,XX,59298030,534116,37931518,411213,1451469,8520,2.77,39.29,0.44,4.33,46.96,74.64,18370.017578125,18711.42578125,18000.796875,18364.12109375,18364.12109375,42741112308
307,2020-11-24,119775378,2931508,XX,59891074,593044,38303697,372179,1464292,12823,2.13,36.79,0.3,3.39,52.45,73.1,18365.015625,19348.271484375,18128.65625,19107.46484375,19107.46484375,51469565009
308,2020-11-25,121037816,2955782,XX,60522650,631576,38741107,437410,1476315,12023,3.3,35.98,0.61,2.35,53.67,75.11,19104.41015625,19390.96484375,18581.146484375,18732.12109375,18732.12109375,43710357371
309,2020-11-26,122224394,2977866,XX,61114440,591790,39107983,366876,1487359,11044,2.46,37.62,0.84,1.87,54.03,74.82,18729.83984375,18866.28515625,16351.03515625,17150.623046875,17150.623046875,61396835737
310,2020-11-27,123609008,3000778,XX,61808029,693589,39489609,381626,1498810,11451,2.89,35.31,0.44,-6.19,51.87,73.51,17153.9140625,17445.0234375,16526.423828125,17108.40234375,17108.40234375,38886494645
311,2020-11-28,124809214,3019310,XX,62407008,598979,39849315,359706,1508069,9259,2.94,36.3,0.83,-4.96,52.8,72.19,17112.93359375,17853.939453125,16910.65234375,17717.4140625,17717.4140625,32601040734
312,2020-11-29,125778950,3033900,XX,62892761,485753,40167598,318283,1515349,7280,3.03,34.91,0.88,-3.97,47.52,72.5,17719.634765625,18283.62890625,17559.1171875,18177.484375,18177.484375,31133957704
313,2020-11-30,126789112,3051834,XX,63398241,505480,40569854,402256,1524317,8968,3.92,32.56,0.54,-6.34,49.38,73.52,18178.322265625,19749.263671875,18178.322265625,19625.8359375,19625.8359375,47728480399
314,2020-12-01,128038800,3077352,XX,64022341,624100,41046058,476204,1537191,12874,2.79,35.22,0.53,-6.3,53.17,74.35,19633.76953125,19845.974609375,18321.921875,18802.998046875,18802.998046875,49633658712
315,2020-12-02,129329372,3102638,XX,64667476,645135,41508984,462926,1549701,12510,2.66,36.68,1.17,-4.86,52.82,74.96,18801.744140625,19308.330078125,18347.71875,19201.091796875,19201.091796875,37387697139
316,2020-12-03,130715202,3127838,XX,65360195,692719,41935968,426984,1562283,12582,2.97,36.41,0.51,-1.55,52.53,74.79,19205.92578125,19566.19140625,18925.78515625,19445.3984375,19445.3984375,31930317405
317,2020-12-04,132094542,3152758,XX,66048981,688786,42426585,490617,1574741,12458,2.05,35.03,1.08,7.3,53.61,75.75,19446.966796875,19511.404296875,18697.193359375,18699.765625,18699.765625,33872388058
318,2020-12-05,133388726,3173434,XX,66695616,646635,42862533,435948,1585072,10331,2.07,36.28,0.93,6.89,53.35,74.03,18698.384765625,19160.44921875,18590.193359375,19154.23046875,19154.23046875,27242455064
319,2020-12-06,134463618,3188892,XX,67232667,537051,43178577,316044,1592790,7718,3.16,33.88,0.79,5.75,49.34,74.23,19154.1796875,19390.5,18897.89453125,19345.12109375,19345.12109375,25293775714
320,2020-12-07,135516284,3206316,XX,67760141,527474,43591716,413139,1601509,8719,2.71,36.31,0.88,2.05,47.54,74.91,19343.12890625,19411.828125,18931.142578125,19191.630859375,19191.630859375,26896357742
321,2020-12-08,136806994,3230946,XX,68405537,645396,44032487,440771,1613945,12436,2.88,36.46,0.53,3.46,53.15,74.83,19191.529296875,19283.478515625,18269.9453125,18321.14453125,18321.14453125,31692288756
322,2020-12-09,138151758,3256286,XX,69073471,667934,44458967,426480,1626466,12521,3.56,35.57,0.35,3.44,52.63,74.78,18320.884765625,18626.29296875,17935.546875,18553.916015625,18553.916015625,34420373071
323,2020-12-10,141163404,3281616,XX,70579113,1505642,44950193,491226,1639125,12659,2.91,34.83,0.43,3.46,51.7,75.04,18553.298828125,18553.298828125,17957.064453125,18264.9921875,18264.9921875,25547132265
324,2020-12-11,142574862,3307744,XX,71284458,705345,45428333,478140,1652183,13058,1.87,33.67,0.8,1.91,52.89,73.75,18263.9296875,18268.453125,17619.533203125,18058.904296875,18058.904296875,27919640985
325,2020-12-12,143862172,3329262,XX,71927214,642756,46933276,1504943,1662918,10735,2.56,34.22,0.5,-1.09,50.72,74.88,18051.3203125,18919.55078125,18046.041015625,18803.65625,18803.65625,21752580802
326,2020-12-13,144930334,3344916,XX,72462640,535426,47328395,395119,1670743,7825,2.36,36.25,0.72,0.16,47.62,73.64,18806.765625,19381.53515625,18734.33203125,19142.3828125,19142.3828125,25450468637
327,2020-12-14,146012504,3363260,XX,73005676,543036,47737929,409534,1679922,9179,2.77,34.8,0.61,-7.08,48.51,74.65,19144.4921875,19305.099609375,19012.708984375,19246.64453125,19246.64453125,22473997681
328,2020-12-15,147345910,3390812,XX,73667804,662128,41696562,-6041367,1693841,13919,2.62,35.9,0.89,-8.34,52.81,73.97,19246.919921875,19525.0078125,19079.841796875,19417.076171875,19417.076171875,26741982541
329,2020-12-16,148792248,3418568,XX,74389429,721625,42058782,362220,1707560,13719,2.0,34.83,0.97,-9.69,51.51,74.48,19418.818359375,21458.908203125,19298.31640625,21310.59765625,21310.59765625,44409011479
330,2020-12-17,150276890,3445336,XX,75132710,743281,42434191,375409,1720942,13382,2.74,35.2,0.73,-13.03,52.49,75.04,21308.3515625,23642.66015625,21234.67578125,22805.162109375,22805.162109375,71378606374
331,2020-12-18,151720218,3471212,XX,75853819,721109,42751919,317728,1733874,12932,2.74,33.89,0.97,-22.36,53.79,73.9,22806.796875,23238.6015625,22399.8125,23137.9609375,23137.9609375,40387896275
332,2020-12-19,152973050,3493268,XX,76479436,625617,43103505,351586,1744896,11022,2.89,36.15,1.0,-32.16,52.55,74.24,23132.865234375,24085.85546875,22826.47265625,23869.83203125,23869.83203125,38487546580
333,2020-12-20,154036398,3509400,XX,77012803,533367,43380334,276829,1752958,8062,4.41,40.85,1.0,-46.05,48.59,74.36,23861.765625,24209.66015625,23147.7109375,23477.294921875,23477.294921875,37844228422
334,2020-12-21,155133216,3528534,XX,77562824,550021,43723554,343220,1762527,9569,4.81,41.97,1.47,-48.32,47.9,74.62,23474.455078125,24059.982421875,22159.3671875,22803.08203125,22803.08203125,45852713981
335,2020-12-22,156470278,3556940,XX,78230707,667883,44086739,363185,1776903,14376,4.22,37.95,0.78,-51.06,54.64,74.73,22794.0390625,23789.90234375,22430.60546875,23783.029296875,23783.029296875,44171632681
336,2020-12-23,157853852,3584548,XX,78921347,690640,44410879,324140,1790535,13632,4.2,38.46,0.51,-62.92,53.79,75.74,23781.974609375,24024.490234375,22802.646484375,23241.345703125,23241.345703125,51146161904
337,2020-12-24,159232984,3608194,XX,79610982,689635,44725551,314672,1802358,11823,3.86,37.29,0.63,-61.06,53.58,74.67,23240.203125,23768.337890625,22777.59765625,23735.94921875,23735.94921875,41080759713
338,2020-12-25,160224634,3625662,XX,80108306,497324,45017157,291606,1811101,8743,4.11,39.08,0.71,-50.62,52.21,75.23,23733.5703125,24710.1015625,23463.673828125,24664.791015625,24664.791015625,42068395846
339,2020-12-26,161236364,3640796,XX,80614923,506617,45425321,408164,1818666,7565,3.61,38.73,0.63,-39.56,50.21,72.86,24677.015625,26718.0703125,24522.689453125,26437.037109375,26437.037109375,48332647295
340,2020-12-27,162059566,3656298,XX,81028186,413263,45717709,292388,1826415,7749,3.95,38.45,0.73,-25.56,51.39,74.75,26439.373046875,28288.83984375,25922.76953125,26272.294921875,26272.294921875,66479895605
341,2020-12-28,163062206,3675518,XX,81529625,501439,46016135,298426,1836020,9605,3.38,36.3,0.58,-13.5,52.35,76.15,26280.822265625,27389.111328125,26207.640625,27084.80859375,27084.80859375,49056742893
342,2020-12-29,164416170,3705716,XX,82204772,675147,46369230,353095,1851325,15305,2.5,36.8,1.69,-13.43,51.36,74.56,27081.810546875,27370.720703125,25987.298828125,27362.4375,27362.4375,45265946774
343,2020-12-30,165886758,3736982,XX,82939712,734940,46757475,388245,1866710,15385,3.48,38.21,0.49,-0.19,52.43,75.58,27360.08984375,28937.740234375,27360.08984375,28840.953125,28840.953125,51287442704
344,2020-12-31,167548246,3763486,XX,83771927,832215,47055807,298332,1879926,13216,3.12,40.37,0.52,-2.29,52.31,76.21,28841.57421875,29244.876953125,28201.9921875,29001.720703125,29001.720703125,46754964848
345,2021-01-01,168709904,3783008,XX,84352208,580281,47359111,303304,1889692,9766,3.99,39.23,0.56,-1.69,54.68,77.04,28994.009765625,29600.626953125,28803.5859375,29374.15234375,29374.15234375,40730301359
346,2021-01-02,169867982,3799858,XX,84932520,580312,47614296,255185,1898108,8416,3.16,40.66,0.57,-1.33,51.92,74.79,29376.455078125,33155.1171875,29091.181640625,32127.267578125,32127.267578125,67865420765
347,2021-01-03,170908448,3815160,XX,85453631,521111,47882778,268482,1905753,7645,1.96,37.59,0.38,-11.25,50.56,75.89,32129.408203125,34608.55859375,32052.31640625,32782.0234375,32782.0234375,78665235202
348,2021-01-04,172026080,3835274,XX,86012737,559106,48173186,290408,1915814,10061,1.81,36.22,0.64,-25.58,49.69,74.75,32810.94921875,33440.21875,28722.755859375,31971.9140625,31971.9140625,81163475344
349,2021-01-05,173522178,3866226,XX,86760103,747366,48488547,315361,1931305,15491,2.47,34.73,0.75,-25.57,51.59,73.67,31977.041015625,34437.58984375,30221.1875,33992.4296875,33992.4296875,67547324782
350,2021-01-06,175115124,3896368,XX,87554094,793991,48801672,313125,1946363,15058,2.25,35.46,0.61,-36.66,51.3,74.98,34013.61328125,36879.69921875,33514.03515625,36824.36328125,36824.36328125,75289433811
351,2021-01-07,176894650,3926668,XX,88445365,891271,49125603,323931,1961489,15126,2.06,30.66,0.47,-33.31,50.03,73.42,36833.875,40180.3671875,36491.19140625,39371.04296875,39371.04296875,84762141031
352,2021-01-08,178542598,3957462,XX,89270081,824716,49422866,297263,1976870,15381,2.45,25.5,0.5,-36.31,48.23,72.66,39381.765625,41946.73828125,36838.63671875,40797.609375,40797.609375,88107519480
353,2021-01-09,180054560,3983154,XX,90026759,756678,49753111,330245,1989702,12832,1.9,31.67,0.46,-42.7,49.22,73.93,40788.640625,41436.3515625,38980.875,40254.546875,40254.546875,61984162837
354,2021-01-10,181226344,4000816,XX,90613792,587033,50023661,270550,1998520,8818,3.03,30.3,1.04,-45.86,48.19,71.47,40254.21875,41420.19140625,35984.62890625,38356.44140625,38356.44140625,79980747690
355,2021-01-11,182452564,4020980,XX,91227609,613817,50313949,290288,2008602,10082,2.5,30.05,0.69,-43.18,47.74,72.88,38346.53125,38346.53125,30549.599609375,35566.65625,35566.65625,123320567399
356,2021-01-12,183865036,4055314,XX,91932782,705173,50657506,343557,2025991,17389,2.31,30.86,0.84,-40.02,49.99,73.19,35516.359375,36568.52734375,32697.9765625,33922.9609375,33922.9609375,74773277909
357,2021-01-13,185365020,4089060,XX,92682446,749664,51023567,366061,2042625,16634,2.66,33.66,0.73,-29.74,49.24,72.8,33915.12109375,37599.9609375,32584.66796875,37316.359375,37316.359375,69364315979
358,2021-01-14,186879710,4120002,XX,93440299,757853,51396412,372845,2058085,15460,2.0,31.26,0.82,-32.88,50.28,74.28,37325.109375,39966.40625,36868.5625,39187.328125,39187.328125,63615990033
359,2021-01-15,188421114,4150046,XX,94211696,771397,51717034,320622,2073119,15034,2.01,31.66,0.36,-32.45,48.76,74.84,39156.70703125,39577.7109375,34659.58984375,36825.3671875,36825.3671875,67760757881
360,2021-01-16,189728906,4177484,XX,94865346,653650,52034089,317055,2086822,13703,2.81,31.97,0.81,-27.53,49.8,74.06,36821.6484375,37864.3671875,35633.5546875,36178.140625,36178.140625,57706187875
361,2021-01-17,190779632,4195654,XX,95391566,526220,52349804,315715,2095908,9086,2.86,32.22,1.31,-18.09,48.33,71.76,36163.6484375,36722.3515625,34069.3203125,35791.27734375,35791.27734375,52359854336
362,2021-01-18,191816922,4215196,XX,95910821,519255,52668557,318753,2105682,9774,2.83,31.73,1.79,-18.85,48.4,73.2,35792.23828125,37299.28515625,34883.84375,36630.07421875,36630.07421875,49511702429
363,2021-01-19,193004982,4248408,XX,96503664,592843,53071501,402944,2122555,16873,2.66,32.89,0.45,-21.15,48.33,71.45,36642.234375,37755.890625,36069.8046875,36069.8046875,36069.8046875,57244195486
364,2021-01-20,194404946,4284448,XX,97203397,699733,53399272,327771,2140275,17720,2.06,32.05,0.7,-21.02,47.42,72.98,36050.11328125,36378.328125,33570.4765625,35547.75,35547.75,66834573161
365,2021-01-21,195719272,4318758,XX,97860661,657264,53765411,366139,2157403,17128,2.36,32.11,0.59,-18.63,48.16,73.53,35549.3984375,35552.6796875,30250.75,30825.69921875,30825.69921875,75643067688
366,2021-01-22,197044674,4350878,XX,98523756,663095,54147168,381757,2173469,16066,1.88,31.14,0.58,-19.31,47.7,72.69,30817.625,33811.8515625,28953.373046875,33005.76171875,33005.76171875,77207272511
367,2021-01-23,198191470,4378720,XX,99097674,573918,54463661,316493,2187371,13902,2.53,33.43,0.64,-18.82,48.45,73.33,32985.7578125,33360.9765625,31493.16015625,32067.642578125,32067.642578125,48354737975
368,2021-01-24,199111240,4397114,XX,99558456,460782,54774618,310957,2196555,9184,2.64,30.65,0.59,-23.58,45.08,72.95,32064.376953125,32944.0078125,31106.685546875,32289.37890625,32289.37890625,48643830599
369,2021-01-25,200073310,4419166,XX,100039621,481165,55089059,314441,2207579,11024,3.41,31.42,0.95,-9.99,46.9,72.39,32285.798828125,34802.7421875,32087.787109375,32366.392578125,32366.392578125,59897054838
370,2021-01-26,201202216,4453988,XX,100603314,563693,55418602,329543,2224983,17404,2.26,33.3,0.92,-8.89,48.33,73.89,32358.61328125,32794.55078125,31030.265625,32569.849609375,32569.849609375,60255421470
371,2021-01-27,202409824,4488698,XX,101207234,603920,55759371,340769,2242300,17317,2.85,31.89,0.65,-8.38,49.56,73.95,32564.029296875,32564.029296875,29367.138671875,30432.546875,30432.546875,62576762015
372,2021-01-28,203634514,4522756,XX,101819913,612679,56075030,315659,2259294,16994,2.64,32.38,0.82,-7.8,50.71,74.15,30441.041015625,33858.3125,30023.20703125,33466.09765625,33466.09765625,76517157706
373,2021-01-29,204811122,4553532,XX,102408374,588461,56439137,364107,2274661,15367,2.63,31.1,0.89,-5.29,51.31,74.27,34318.671875,38406.26171875,32064.814453125,34316.38671875,34316.38671875,117894572511
374,2021-01-30,205852128,4580544,XX,102929319,520945,56790303,351166,2288141,13480,2.6,31.65,0.39,-3.3,51.01,73.69,34295.93359375,34834.70703125,32940.1875,34269.5234375,34269.5234375,65141828798
375,2021-01-31,206624590,4598086,XX,103315996,386677,57079202,288899,2296904,8763,2.7,29.94,0.45,2.96,46.93,73.39,34270.87890625,34288.33203125,32270.17578125,33114.359375,33114.359375,52754542671
376,2021-02-01,207511652,4618790,XX,103759240,443244,57351844,272642,2307252,10348,3.45,33.38,0.4,-9.62,46.71,74.37,33114.578125,34638.21484375,32384.228515625,33537.17578125,33537.17578125,61400400660
377,2021-02-02,208445126,4649624,XX,104225557,466317,57702034,350190,2322665,15413,2.69,31.26,0.6,-9.58,49.13,73.35,33533.19921875,35896.8828125,33489.21875,35510.2890625,35510.2890625,63088585433
378,2021-02-03,209501740,4681694,XX,104753707,528150,58031881,329847,2338655,15990,2.09,31.09,0.57,-9.95,48.35,71.91,35510.8203125,37480.1875,35443.984375,37472.08984375,37472.08984375,61166818159
379,2021-02-04,210443420,4707694,XX,105224420,470713,58325870,293989,2351665,13010,1.9,27.92,0.54,-10.61,47.49,73.53,37475.10546875,38592.17578125,36317.5,36926.06640625,36926.06640625,68838074392
