,Date,casos_confirmados_global,muertes_global,COUNTRY_CODE,TOTAL_CASES,CASES_DAILY,TOTAL_RECOVERED,RECOVERED_DAILY,TOTAL_DEATHS,DEATHS_DAILY,PANIC_INDEX,MEDIA_HYPE_INDEX,FAKE_NEWS_INDEX,SENTIMENT_INDEX,INFODEMIC_INDEX,MEDIA_COVERAGE_INDEX,Open,High,Low,Close,Adj Close,Volume
121,2020-05-22,10436976,708890,XX,5212812,109696,2056728,107800,352097,5730,3.02,45.61,0.98,-19.78,63.64,77.07,9080.3349609375,9232.9365234375,9008.638671875,9182.5771484375,9182.5771484375,29810773699
122,2020-05-23,10645050,717634,XX,5311508,98696,2112133,55405,356490,4393,3.28,45.82,0.82,-20.95,62.26,76.27,9185.0625,9302.501953125,9118.1083984375,9209.287109375,9209.287109375,27727866812
123,2020-05-24,10831334,724584,XX,5407217,95709,2168598,56465,359830,3340,3.9,50.74,0.68,-16.51,58.2,71.87,9212.283203125,9288.404296875,8787.2509765625,8790.3681640625,8790.3681640625,32518803300
124,2020-05-25,11007506,727628,XX,5496113,88896,2231779,63181,361320,1490,4.2,52.75,0.74,-15.93,58.59,75.54,8786.107421875,8951.005859375,8719.66796875,8906.9345703125,8906.9345703125,31288157264
125,2020-05-26,11193392,736908,XX,5590542,94429,2286935,55156,365994,4674,3.39,49.93,0.62,-15.04,62.47,72.73,8909.5859375,8991.9677734375,8757.2939453125,8835.052734375,8835.052734375,29584186947
126,2020-05-27,11398264,747646,XX,5692311,101769,2350001,63066,371350,5356,3.11,45.54,0.88,-14.18,63.97,75.54,8837.380859375,9203.3203125,8834.1572265625,9181.017578125,9181.017578125,32740536902
127,2020-05-28,11638190,757706,XX,5810535,118224,2415879,65878,376431,5081,3.08,44.25,0.88,-13.54,63.96,76.82,9184.9453125,9546.3193359375,9148.45703125,9525.7509765625,9525.7509765625,34367073114
128,2020-05-29,11881420,768018,XX,5926532,115997,2493373,77494,381514,5083,2.85,44.14,0.84,-13.31,62.39,75.71,9528.35546875,9573.6669921875,9379.3388671875,9439.1240234375,9439.1240234375,32896642044
129,2020-05-30,12151324,776574,XX,6059419,132887,2564528,71155,385992,4478,2.74,41.21,0.73,-12.13,61.45,76.43,9438.9140625,9704.0302734375,9366.7294921875,9700.4140625,9700.4140625,32722975141
130,2020-05-31,12357180,782854,XX,6163468,104049,2641228,76700,389207,3215,3.75,40.92,0.65,-12.12,55.33,71.09,9700.10546875,9700.34375,9432.296875,9461.05859375,9461.05859375,27773290299
131,2020-06-01,12557374,790134,XX,6266760,103292,2695936,54708,393305,4098,4.1,42.1,0.7,-11.26,55.34,71.41,9463.60546875,10199.5654296875,9450.8994140625,10167.2685546875,10167.2685546875,35198901068
132,2020-06-02,12803792,800696,XX,6389399,122639,2729443,33507,398653,5348,2.92,39.1,0.5,-12.82,62.68,73.22,10162.9736328125,10182.3408203125,9460.5712890625,9529.8037109375,9529.8037109375,39137252109
133,2020-06-03,13026100,812054,XX,6504886,115487,2804885,75442,404409,5756,2.77,37.42,0.5,-14.79,60.21,73.95,9533.7607421875,9682.859375,9471.8466796875,9656.7177734375,9656.7177734375,25007459262
134,2020-06-04,13302204,822924,XX,6640320,135434,2869883,64998,409920,5511,2.45,38.31,0.5,-16.26,60.05,73.99,9655.8544921875,9887.6103515625,9525.2470703125,9800.63671875,9800.63671875,25921805072
135,2020-06-05,13569318,833166,XX,6780296,139976,3013058,143175,415401,5481,2.39,39.2,0.59,-16.8,59.6,73.81,9800.2158203125,9869.2373046875,9663.216796875,9665.533203125,9665.533203125,23509628646
136,2020-06-06,13828570,841330,XX,6901982,121686,3085759,72701,419575,4174,2.4,38.58,0.46,-10.19,59.91,73.41,9664.904296875,9773.431640625,9591.0244140625,9653.6796875,9653.6796875,20438419222
137,2020-06-07,14050550,847562,XX,7014738,112756,3140854,55095,422723,3148,3.24,39.33,0.45,-5.33,55.66,70.94,9653.0029296875,9768.498046875,9458.150390625,9758.8525390625,9758.8525390625,25015250846
138,2020-06-08,14256972,856232,XX,7123855,109117,3293390,152536,427168,4445,3.24,41.1,0.61,-5.11,56.69,68.22,9760.0634765625,9782.306640625,9675.8857421875,9771.4892578125,9771.4892578125,21486346312
139,2020-06-09,14509612,866454,XX,7248960,125105,3375643,82253,432347,5179,2.38,38.83,0.34,-3.25,61.66,73.27,9774.3603515625,9836.369140625,9664.7197265625,9795.7001953125,9795.7001953125,23717842783
140,2020-06-10,14783250,877322,XX,7369455,120495,3454810,79167,437438,5091,2.52,38.0,0.42,-8.39,58.86,72.95,9794.119140625,9908.896484375,9728.291015625,9870.0947265625,9870.0947265625,25706567601
141,2020-06-11,15054158,887484,XX,7520923,151468,3540696,85886,443094,5656,2.2,37.19,0.46,-7.58,59.1,74.33,9870.078125,9938.2978515625,9263.0693359375,9321.78125,9321.78125,30247143440
142,2020-06-12,15309644,896954,XX,7638494,117571,3613273,72577,447531,4437,2.36,37.76,0.89,-6.85,58.19,73.72,9320.6904296875,9540.4658203125,9285.8515625,9480.84375,9480.84375,22610564515
143,2020-06-13,15576908,905752,XX,7771149,132655,3698258,84985,452099,4568,3.24,38.8,1.04,-17.8,58.83,73.51,9480.7353515625,9493.2119140625,9396.009765625,9475.27734375,9475.27734375,17564322315
144,2020-06-14,15840674,913072,XX,7904371,133222,3769700,71442,455707,3608,3.19,41.45,0.57,-25.93,53.06,68.34,9477.5537109375,9482.2705078125,9347.59375,9386.7880859375,9386.7880859375,18991732746
145,2020-06-15,16090220,921048,XX,8042929,138558,3857394,87694,460103,4396,3.13,41.09,0.62,-25.41,52.99,70.21,9386.03515625,9504.8603515625,8990.17578125,9450.7021484375,9450.7021484375,26699704768
146,2020-06-16,16378994,935316,XX,8185075,142146,3955247,97853,467275,7172,2.25,39.23,0.49,-25.4,58.93,73.19,9454.2666015625,9579.4306640625,9400.4453125,9538.0244140625,9538.0244140625,21565537209
147,2020-06-17,16665286,946276,XX,8361863,176788,4074077,118830,472857,5582,2.62,38.8,0.77,-18.31,58.26,73.28,9533.7841796875,9540.4228515625,9327.33984375,9480.2548828125,9480.2548828125,20177709879
148,2020-06-18,16951972,956924,XX,8503914,142051,4155242,81165,478237,5380,2.78,37.34,0.88,-17.2,57.7,74.17,9481.5673828125,9482.7822265625,9328.3955078125,9411.8408203125,9411.8408203125,17770083003
149,2020-06-19,17313560,969618,XX,8684372,180458,4245895,90653,484695,6458,2.32,36.71,0.52,-16.11,58.29,73.23,9410.2939453125,9440.8759765625,9274.2958984375,9288.0185546875,9288.0185546875,19632223107
150,2020-06-20,17684782,978488,XX,8836229,151857,4378402,132507,489210,4515,2.47,37.84,0.48,-4.63,56.26,72.28,9290.9599609375,9394.9716796875,9247.3798828125,9332.3408203125,9332.3408203125,17130541557
151,2020-06-21,17870638,987666,XX,8964698,128469,4447182,68780,493711,4501,3.12,39.31,0.58,3.09,53.51,70.07,9330.9267578125,9401.107421875,9300.4306640625,9303.6298828125,9303.6298828125,15324301169
152,2020-06-22,18154886,995256,XX,9111809,147111,4526436,79254,497771,4060,3.49,41.69,1.13,12.59,52.98,69.86,9300.9150390625,9655.0732421875,9296.8720703125,9648.7177734375,9648.7177734375,21104009514
153,2020-06-23,18491964,1006420,XX,9280003,168194,4630474,104038,503455,5684,2.52,38.58,0.7,12.68,59.48,71.29,9644.076171875,9670.541015625,9547.2470703125,9629.658203125,9629.658203125,17006433272
154,2020-06-24,18834424,1017354,XX,9447592,167589,4746192,115718,508896,5441,2.86,37.62,0.51,12.94,58.08,71.54,9632.1494140625,9680.3671875,9278.2333984375,9313.6103515625,9313.6103515625,18961716076
155,2020-06-25,19193052,1027518,XX,9627747,180155,4839023,92831,515835,6939,3.24,38.79,0.44,12.78,59.83,72.89,9314.126953125,9340.1611328125,9095.32421875,9264.8134765625,9264.8134765625,18616048626
156,2020-06-26,19578320,1037678,XX,9820742,192995,4944925,105902,521051,5216,2.67,39.17,0.46,11.79,58.53,73.88,9260.9951171875,9310.5166015625,9101.73828125,9162.91796875,9162.91796875,18341465837
157,2020-06-27,19930462,1047060,XX,9996399,175657,5051153,106228,525833,4782,3.2,39.05,0.6,11.86,56.88,72.77,9167.82421875,9207.810546875,8998.216796875,9045.390625,9045.390625,17273093144
158,2020-06-28,20267324,1054204,XX,10169961,173562,5140271,89118,529466,3633,3.24,40.73,0.49,14.46,54.95,69.32,9048.4609375,9197.546875,8975.525390625,9143.58203125,9143.58203125,14560870760
159,2020-06-29,20572468,1062246,XX,10321829,151868,5235190,94919,533395,3929,4.28,41.29,0.64,11.9,53.71,70.5,9140.029296875,9237.5732421875,9041.8759765625,9190.8544921875,9190.8544921875,16460547078
160,2020-06-30,20939952,1072720,XX,10505348,183519,5352667,117477,539420,6025,2.82,39.35,0.6,11.52,58.56,73.18,9185.5810546875,9217.8359375,9084.837890625,9137.9931640625,9137.9931640625,15735797744
161,2020-07-01,21369904,1083460,XX,10719709,214361,5577067,224400,544796,5376,2.54,38.38,0.46,10.48,58.38,72.17,9145.9853515625,9309.7548828125,9104.7353515625,9228.3251953125,9228.3251953125,15971550355
162,2020-07-02,21779070,1094414,XX,10893353,173644,5753446,176379,550289,5493,2.51,38.61,0.56,8.75,56.94,72.9,9231.1396484375,9274.962890625,9036.623046875,9123.41015625,9123.41015625,16338916796
163,2020-07-03,22183998,1104882,XX,11099501,206148,5863275,109829,555679,5390,2.86,38.44,0.37,11.68,56.29,72.67,9124.8427734375,9202.3447265625,9058.794921875,9087.3037109375,9087.3037109375,13078970999
164,2020-07-04,22563358,1114412,XX,11288290,188789,6058920,195645,560430,4751,3.28,38.9,0.43,11.97,55.44,73.17,9084.2333984375,9183.2958984375,9053.6298828125,9132.48828125,9132.48828125,12290528515
165,2020-07-05,22935488,1122012,XX,11474390,186100,6178402,119482,564284,3854,3.03,40.89,0.38,9.03,52.43,70.51,9126.0908203125,9162.18359375,8977.015625,9073.9423828125,9073.9423828125,12903406143
166,2020-07-06,23271650,1130440,XX,11645188,170798,6302109,123707,568476,4192,4.58,41.99,0.75,9.35,53.94,72.42,9072.849609375,9375.474609375,9058.6640625,9375.474609375,9375.474609375,17889263252
167,2020-07-07,23690738,1143206,XX,11853474,208286,6447147,145038,574927,6451,2.92,39.19,0.51,9.9,57.21,72.98,9349.1611328125,9360.6171875,9201.8154296875,9252.27734375,9252.27734375,13839652595
168,2020-07-08,24120822,1154470,XX,12068150,214676,6605163,158016,580570,5643,2.56,39.28,0.5,10.47,55.54,73.08,9253.0205078125,9450.3359375,9249.5,9428.3330078125,9428.3330078125,19702359883
169,2020-07-09,24568968,1166076,XX,12291015,222865,6739826,134663,586416,5846,3.0,38.5,0.6,11.98,57.91,72.34,9427.994140625,9431.37890625,9234.9990234375,9277.9677734375,9277.9677734375,18000702524
170,2020-07-10,25035206,1177560,XX,12522925,231910,6879277,139451,592145,5729,2.67,37.56,0.64,9.38,56.32,74.03,9273.357421875,9287.4716796875,9118.001953125,9278.8076171875,9278.8076171875,16860035605
171,2020-07-11,25460832,1187768,XX,12737581,214656,7005038,125761,597395,5250,2.75,37.83,0.67,9.0,55.72,72.26,9277.51171875,9293.5322265625,9199.4853515625,9240.3466796875,9240.3466796875,13249910444
172,2020-07-12,25846434,1196338,XX,12930313,192732,7116853,111815,601692,4297,3.95,40.6,1.09,4.96,53.4,70.42,9241.0546875,9319.4189453125,9197.4501953125,9276.5,9276.5,14452361907
173,2020-07-13,26235096,1205098,XX,13126379,196066,7257244,140391,606135,4443,3.84,41.92,0.72,-2.99,51.3,72.09,9277.205078125,9306.4052734375,9224.29296875,9243.6142578125,9243.6142578125,17519821266
174,2020-07-14,26677276,1217072,XX,13345828,219449,7399401,142157,612163,6028,2.52,38.07,0.62,-6.9,56.85,71.74,9238.703125,9283.841796875,9171.6611328125,9243.2138671875,9243.2138671875,18085038362
175,2020-07-15,27135868,1228864,XX,13575658,229830,7559204,159803,618085,5922,2.68,38.75,0.53,-9.14,57.04,73.55,9241.8974609375,9275.3251953125,9171.93359375,9192.8369140625,9192.8369140625,15844731575
176,2020-07-16,27625772,1241194,XX,13817705,242047,7711592,152388,624272,6187,3.18,38.68,0.45,-11.25,58.31,73.4,9191.98046875,9214.3125,9088.947265625,9132.2275390625,9132.2275390625,15713967523
177,2020-07-17,28100820,1255176,XX,14063338,245633,7895068,183476,631201,6929,3.07,37.78,0.45,-9.28,56.99,73.69,9131.8125,9182.25390625,9089.2021484375,9151.392578125,9151.392578125,13944570749
178,2020-07-18,28571150,1268176,XX,14299293,235955,8045835,150767,637728,6527,2.76,38.55,0.56,-9.38,56.03,73.66,9151.18359375,9230.9833984375,9100.82421875,9159.0400390625,9159.0400390625,12252601475
179,2020-07-19,28994872,1277958,XX,14511720,212427,8133852,88017,642600,4872,2.95,38.51,0.52,-9.39,52.1,71.25,9158.005859375,9201.3984375,9097.6328125,9185.8173828125,9185.8173828125,12939002784
180,2020-07-20,29411514,1285802,XX,14713917,202197,8290752,156900,646077,3477,3.15,40.21,0.56,-8.3,48.05,72.71,9187.220703125,9214.2705078125,9137.509765625,9164.2314453125,9164.2314453125,13755604146
181,2020-07-21,29897502,1298516,XX,14963446,249529,8467517,176765,652800,6723,2.7,37.49,0.41,-7.01,57.26,72.18,9162.5146484375,9407.2626953125,9149.3896484375,9374.8876953125,9374.8876953125,18069581956
182,2020-07-22,30448050,1313258,XX,15238262,274816,8646272,178755,660222,7422,2.64,38.28,0.58,-7.45,55.76,73.86,9375.080078125,9530.5185546875,9319.6533203125,9525.36328125,9525.36328125,16532254884
183,2020-07-23,31007718,1326542,XX,15518208,279946,8823667,177395,666924,6702,3.1,37.3,0.38,-6.86,56.11,73.87,9527.1416015625,9610.2470703125,9483.00390625,9581.072265625,9581.072265625,18146399002
184,2020-07-24,31574866,1339452,XX,15802715,284507,9051967,228300,673571,6647,2.6,39.49,0.47,-9.38,57.95,74.39,9585.5146484375,9623.3369140625,9481.4541015625,9536.892578125,9536.892578125,16552768325
185,2020-07-25,32074506,1351596,XX,16051656,248941,9271779,219812,679713,6142,2.67,37.45,0.49,-16.34,58.53,74.39,9539.4853515625,9704.556640625,9530.2119140625,9677.11328125,9677.11328125,16610070933
186,2020-07-26,32498636,1360302,XX,16257017,205361,9409710,137931,683820,4107,3.49,39.59,0.52,-19.33,53.66,71.83,9680.234375,10023.8076171875,9652.84765625,9905.1669921875,9905.1669921875,20507998997
187,2020-07-27,32966928,1370858,XX,16499547,242530,9586463,176753,689368,5548,3.24,39.05,0.54,-12.41,51.7,72.92,9905.2177734375,11298.2216796875,9903.9697265625,10990.873046875,10990.873046875,35359749590
188,2020-07-28,33495780,1384750,XX,16715551,216004,9721635,135172,695568,6200,2.81,40.12,0.36,-11.78,57.8,73.52,11017.4638671875,11204.3271484375,10632.6318359375,10912.8232421875,10912.8232421875,28766551142
189,2020-07-29,34036776,1398052,XX,17034081,318530,9959507,237872,703008,7440,2.99,39.02,1.01,-12.45,56.94,75.09,10912.953125,11304.3974609375,10856.1416015625,11100.4677734375,11100.4677734375,24617249715
190,2020-07-30,34600180,1411550,XX,17316387,282306,10173026,213519,709930,6922,2.8,38.67,1.23,-14.88,57.09,74.8,11099.8330078125,11169.3564453125,10895.455078125,11111.2138671875,11111.2138671875,22857247901
191,2020-07-31,35175772,1424720,XX,17604050,287663,10372632,199606,716647,6717,2.47,38.55,1.08,-15.92,59.7,74.7,11110.2109375,11415.8642578125,10987.0537109375,11323.466796875,11323.466796875,23160469766
192,2020-08-01,35667834,1436724,XX,17850834,246784,10553543,180911,722734,6087,2.61,37.84,0.49,-11.39,58.0,75.81,11322.5703125,11794.775390625,11239.6826171875,11759.5927734375,11759.5927734375,26075670303
193,2020-08-02,36129212,1446042,XX,18081967,231133,10692267,138724,727409,4675,3.94,35.98,0.46,-8.54,54.63,73.24,11758.7646484375,12034.14453125,11018.1298828125,11053.6142578125,11053.6142578125,27410067336
194,2020-08-03,36541656,1455626,XX,18289312,207345,10914712,222445,732219,4810,3.78,40.42,1.11,-16.58,53.35,72.0,11043.7685546875,11453.0791015625,11012.4150390625,11246.3486328125,11246.3486328125,20271713443
195,2020-08-04,37072546,1469970,XX,18555054,265742,11135939,221227,739489,7270,2.23,36.15,0.88,-16.85,55.74,73.06,11246.203125,11385.3818359375,11094.1455078125,11205.892578125,11205.892578125,21250197042
196,2020-08-05,37623922,1484742,XX,18829885,274831,11357634,221695,746944,7455,2.36,35.49,0.59,-14.99,55.97,74.59,11203.8232421875,11786.6171875,11158.28515625,11747.0224609375,11747.0224609375,24411254471
197,2020-08-06,38197364,1498378,XX,19116930,287045,11546441,188807,754397,7453,2.41,36.69,0.41,-12.5,57.23,74.5,11749.87109375,11902.3359375,11598.7138671875,11779.7734375,11779.7734375,23400740340
198,2020-08-07,38762432,1511864,XX,19399824,282894,11738487,192046,761237,6840,3.05,36.78,0.97,-11.64,60.39,75.02,11778.89453125,11898.0380859375,11408.59375,11601.47265625,11601.47265625,23132312867
199,2020-08-08,39292470,1523886,XX,19665291,265467,11938731,200244,767291,6054,2.44,36.32,0.83,-8.6,57.86,74.19,11604.5537109375,11800.064453125,11558.431640625,11754.0458984375,11754.0458984375,17572057837
200,2020-08-09,39758300,1534224,XX,19899206,233915,12117482,178751,772464,5173,2.99,36.24,0.63,-3.57,56.58,72.45,11737.3251953125,11806.056640625,11548.7841796875,11675.7392578125,11675.7392578125,17489608833
201,2020-08-10,40226024,1544950,XX,20134198,234992,12281693,164211,777762,5298,3.69,37.05,0.8,-4.6,52.42,75.1,11662.2568359375,12045.140625,11662.2568359375,11878.111328125,11878.111328125,26114112569
202,2020-08-11,40758128,1558216,XX,20398461,264263,12586761,305068,784366,6604,2.28,34.98,0.41,-4.03,55.76,73.07,11881.6474609375,11932.7109375,11195.708984375,11410.525390625,11410.525390625,27039782640
203,2020-08-12,41307996,1572108,XX,20683802,285341,12828273,241512,791688,7322,2.55,35.3,0.49,-4.62,54.7,73.99,11404.5966796875,11748.396484375,11249.60546875,11584.9345703125,11584.9345703125,25064548486
204,2020-08-13,41888562,1585692,XX,20963185,279383,12991322,163049,798250,6562,2.4,35.41,0.45,-10.69,54.08,73.87,11588.4052734375,11796.396484375,11216.8720703125,11784.1376953125,11784.1376953125,27522199497
205,2020-08-14,42503096,1598852,XX,21269096,305911,13274564,283242,804820,6570,2.37,35.98,0.77,-9.28,55.87,73.82,11772.6591796875,12150.994140625,11685.455078125,11768.87109375,11768.87109375,24237958589
206,2020-08-15,42999874,1610886,XX,21520772,251676,13443168,168604,810832,6012,2.12,34.96,0.56,-12.28,55.03,74.13,11768.697265625,11963.203125,11768.697265625,11865.6982421875,11865.6982421875,23354924400
207,2020-08-16,43419732,1620458,XX,21731354,210582,13676122,232954,815614,4782,2.72,35.55,0.45,-17.17,52.4,72.82,11866.685546875,11934.9013671875,11737.1884765625,11892.8037109375,11892.8037109375,20583375490
208,2020-08-17,43847248,1629692,XX,21945178,213824,13887134,211012,814893,-721,3.04,35.5,0.56,-12.7,50.45,73.69,11895.658203125,12359.056640625,11806.6962890625,12254.40234375,12254.40234375,28227687027
209,2020-08-18,44366524,1643796,XX,22204803,259625,14114729,227595,821941,7048,3.01,34.49,0.39,-12.14,53.29,72.65,12251.8955078125,12335.70703125,11954.525390625,11991.2333984375,11991.2333984375,26043227672
210,2020-08-19,44921068,1657808,XX,22481389,276586,14332726,217997,828365,6424,2.95,34.74,0.55,-11.05,53.16,74.0,11990.884765625,12028.923828125,11687.3330078125,11758.283203125,11758.283203125,24502851117
211,2020-08-20,45463998,1670704,XX,22752832,271443,14540516,207790,834805,6440,2.7,33.6,0.86,-5.33,53.53,73.65,11761.5,11900.4111328125,11710.0634765625,11878.3720703125,11878.3720703125,20175242945
212,2020-08-21,45987800,1682188,XX,23015401,262569,14709010,168494,840546,5741,2.11,33.33,0.58,-4.62,55.14,73.47,11878.0263671875,11899.259765625,11564.9794921875,11592.4892578125,11592.4892578125,23762425999
213,2020-08-22,46513362,1693808,XX,23267574,252173,14908069,199059,845948,5402,3.41,34.47,0.46,-2.05,53.53,74.17,11585.4775390625,11689.4072265625,11448.8056640625,11681.8251953125,11681.8251953125,20224191306
214,2020-08-23,46918368,1702434,XX,23481152,213578,15135051,226982,850665,4717,4.17,34.87,0.69,2.81,48.6,72.22,11679.6962890625,11713.4296875,11559.9208984375,11664.84765625,11664.84765625,18482062658
215,2020-08-24,47375854,1712106,XX,23710948,229796,15334472,199421,855473,4808,3.79,34.27,0.7,0.95,49.24,74.2,11663.689453125,11807.6318359375,11623.25,11774.595703125,11774.595703125,20681511755
216,2020-08-25,47867218,1725252,XX,23956472,245524,15566021,231549,862027,6554,2.33,34.44,0.61,2.14,53.55,73.98,11773.5888671875,11778.2998046875,11189.8505859375,11366.134765625,11366.134765625,26301509932
217,2020-08-26,48429772,1738378,XX,24236141,279669,15791656,225635,868561,6534,2.48,34.14,0.52,1.34,53.98,74.95,11366.89453125,11530.052734375,11296.9931640625,11488.36328125,11488.36328125,22466660958
218,2020-08-27,49004622,1750822,XX,24520415,284274,16000170,208514,874789,6228,2.58,32.37,0.55,3.07,53.52,74.12,11485.6083984375,11570.7861328125,11185.94140625,11323.3974609375,11323.3974609375,23240415076
219,2020-08-28,49572482,1762476,XX,24805015,284600,16199748,199578,880620,5831,2.24,31.45,0.39,1.83,54.4,74.53,11325.2958984375,11545.615234375,11316.4228515625,11542.5,11542.5,19807127588
220,2020-08-29,50093086,1774116,XX,25066534,261519,16411128,211380,886420,5800,3.19,32.04,0.44,0.51,52.93,73.19,11541.0546875,11585.640625,11466.29296875,11506.865234375,11506.865234375,17485597759
221,2020-08-30,50531630,1782646,XX,25285705,219171,16621343,210215,890671,4251,3.36,30.93,0.51,1.81,46.89,69.7,11508.7138671875,11715.2646484375,11492.3818359375,11711.505859375,11711.505859375,19760127945
222,2020-08-31,51061596,1791496,XX,25552966,267261,16822116,200773,895025,4354,2.41,32.06,0.46,3.79,47.18,73.8,11713.306640625,11768.876953125,11598.318359375,11680.8203125,11680.8203125,22285928250
223,2020-09-01,51595450,1804690,XX,25820571,267605,17077390,255274,901639,6614,2.22,33.48,0.38,3.93,53.96,73.64,11679.31640625,12067.0810546875,11601.12890625,11970.478515625,11970.478515625,27311555343
224,2020-09-02,52158954,1817272,XX,26101671,281100,17295477,218087,907935,6296,2.16,32.81,0.44,5.58,51.87,74.49,11964.8232421875,11964.8232421875,11290.7939453125,11414.0341796875,11414.0341796875,28037405299
225,2020-09-03,52730158,1829480,XX,26379785,278114,17516846,221369,914028,6093,2.39,33.05,0.51,5.1,52.38,74.74,11407.19140625,11443.0224609375,10182.46484375,10245.296875,10245.296875,31927261555
226,2020-09-04,53332726,1841222,XX,26673103,293318,17721277,204431,919598,5570,2.59,33.43,0.93,4.89,52.89,74.68,10230.365234375,10663.919921875,10207.9404296875,10511.8134765625,10511.8134765625,29965130374
227,2020-09-05,53879822,1851462,XX,26946924,273821,17921784,200507,924715,5117,3.12,32.78,0.56,6.48,52.24,73.18,10512.5302734375,10581.5712890625,9946.67578125,10169.5673828125,10169.5673828125,44916565292
228,2020-09-06,54337100,1859706,XX,27184245,237321,18143126,221342,929097,4382,2.81,31.51,0.52,6.39,47.75,71.67,10167.216796875,10353.927734375,10056.8857421875,10280.3515625,10280.3515625,37071460174
229,2020-09-07,54773872,1878926,XX,27397675,213430,18329624,186498,938496,9399,2.06,30.25,0.47,1.58,45.53,72.03,10280.998046875,10399.1533203125,9916.4931640625,10369.5634765625,10369.5634765625,33703098409
230,2020-09-08,55266102,1889200,XX,27640821,243146,18529250,199626,943617,5121,2.51,32.08,0.31,1.66,50.25,70.77,10369.306640625,10414.775390625,9945.1103515625,10131.5166015625,10131.5166015625,33430927462
231,2020-09-09,55836682,1901716,XX,27935163,294342,18781962,252712,950102,6485,2.28,32.9,0.52,0.6,52.13,73.99,10134.1513671875,10350.54296875,10017.2509765625,10242.34765625,10242.34765625,24128292755
232,2020-09-10,56445140,1913752,XX,28237662,302499,18998623,216661,956100,5998,2.86,31.94,0.72,0.7,53.03,74.1,10242.330078125,10503.912109375,10238.1357421875,10363.138671875,10363.138671875,54406443211
233,2020-09-11,57076946,1925758,XX,28553933,316271,19222293,223670,962084,5984,3.09,31.95,0.71,0.62,52.74,74.15,10369.0283203125,10434.9228515625,10140.8369140625,10400.9150390625,10400.9150390625,45201121775
234,2020-09-12,57653816,1935870,XX,28843097,289164,19445227,222934,967136,5052,2.83,31.49,0.62,-0.79,50.76,73.27,10409.861328125,10578.837890625,10292.38671875,10442.1708984375,10442.1708984375,36750077324
235,2020-09-13,58150646,1943776,XX,29091685,248588,19633075,187848,971076,3940,2.75,31.85,0.5,-8.74,49.4,70.87,10452.3994140625,10577.21484375,10224.330078125,10323.755859375,10323.755859375,36506852789
236,2020-09-14,58685354,1952962,XX,29274904,183219,19782282,149207,974608,3532,3.02,31.98,0.6,2.4,46.44,72.89,10328.734375,10800.0107421875,10266.0087890625,10680.837890625,10680.837890625,35453581940
237,2020-09-15,59247584,1966114,XX,29639635,364731,20086277,303995,982239,7631,2.25,31.23,0.5,2.17,52.33,73.06,10677.7548828125,10938.6318359375,10656.4599609375,10796.951171875,10796.951171875,32509451925
238,2020-09-16,59856676,1977870,XX,29943534,303899,20315754,229477,988099,5860,2.29,31.09,0.84,3.41,51.72,74.2,10797.76171875,11100.1240234375,10704.884765625,10974.9052734375,10974.9052734375,30769986455
239,2020-09-17,60487402,1989170,XX,30259004,315470,20535965,220211,993728,5629,2.57,31.66,0.9,4.27,52.48,75.02,10973.251953125,11037.4208984375,10774.6279296875,10948.990234375,10948.990234375,38151810523
240,2020-09-18,61141260,2000886,XX,30586094,327090,20787114,251149,999585,5857,3.26,31.01,0.83,4.34,53.34,74.54,10951.8203125,11034.908203125,10829.6572265625,10944.5859375,10944.5859375,26341903912
241,2020-09-19,61726536,2011522,XX,30879514,293420,21024099,236985,1004852,5267,3.0,31.78,0.59,4.13,52.65,74.03,10933.7529296875,11134.0927734375,10909.6181640625,11094.3466796875,11094.3466796875,22764204008
242,2020-09-20,62235754,2019456,XX,31134753,255239,21261176,237077,1008803,3951,2.64,26.75,0.46,11.32,47.69,70.27,11095.8701171875,11095.8701171875,10814.4775390625,10938.271484375,10938.271484375,24699523788
243,2020-09-21,62756322,2028276,XX,31395011,260258,21506654,245478,1013207,4404,2.48,28.34,0.53,11.34,45.69,70.1,10934.92578125,10988.3046875,10380.2607421875,10462.259765625,10462.259765625,28884999244
244,2020-09-22,63325106,2040618,XX,31679597,284586,21724452,217798,1019411,6204,2.37,30.44,0.53,11.64,51.74,72.33,10459.6240234375,10568.0771484375,10382.7265625,10538.4599609375,10538.4599609375,23621787804
245,2020-09-23,63947770,2053710,XX,31989778,310181,21987865,263413,1025895,6484,2.68,32.89,0.82,11.78,53.3,74.66,10535.4921875,10537.828125,10197.865234375,10246.1865234375,10246.1865234375,23788661867
246,2020-09-24,64590076,2065082,XX,32311106,321328,22243535,255670,1031558,5663,2.33,31.08,0.75,10.75,53.37,72.52,10248.7861328125,10771.056640625,10231.490234375,10760.06640625,10760.06640625,47144380902
247,2020-09-25,65250408,2077122,XX,32646204,335098,22482743,239208,1037570,6012,2.11,31.2,0.62,11.19,53.21,74.08,10761.109375,10777.6962890625,10578.9140625,10692.716796875,10692.716796875,39348590957
248,2020-09-26,65819846,2088006,XX,32931226,285022,22744886,262143,1042991,5421,2.15,31.36,0.62,11.39,51.99,73.11,10695.5751953125,10772.9990234375,10667.28125,10750.7236328125,10750.7236328125,46852525493
249,2020-09-27,66313634,2095708,XX,33178993,247767,22958765,213879,1046819,3828,4.1,29.95,0.48,12.57,47.36,71.96,10746.892578125,10803.9765625,10622.921875,10775.26953125,10775.26953125,53745972818
